"ENTITY_CD","ENTITY_NAME","YEAR","SUBJECT","NO_NYSTP","NYSESLAT_NO_NYSTP"
"030200010014","WOODROW WILSON SCHOOL",2014,"Grade 3 ELA",1,1
"030200010015","EAST MIDDLE SCHOOL",2014,"Grade 6 ELA",3,3
"030200010015","EAST MIDDLE SCHOOL",2014,"Grade 7 ELA",2,2
"030200010015","EAST MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"031501060000","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"031501060001","CHARLES F JOHNSON JR ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"031601060000","VESTAL CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",1,1
"031601060000","VESTAL CENTRAL SCHOOL DISTRICT",2014,"Grade 6 ELA",2,2
"031601060000","VESTAL CENTRAL SCHOOL DISTRICT",2014,"Grade 8 ELA",1,1
"031601060021","AFRICAN ROAD ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,1
"031601060041","VESTAL MIDDLE SCHOOL",2014,"Grade 6 ELA",2,2
"031601060041","VESTAL MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"050100010000","AUBURN CITY SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"050100010008","WILLIAM H SEWARD ELEMENTARY SCHOOL",2014,"Grade 6 ELA",1,1
"060800010000","DUNKIRK CITY SCHOOL DISTRICT",2014,"Grade 3 ELA",3,3
"060800010000","DUNKIRK CITY SCHOOL DISTRICT",2014,"Grade 4 ELA",4,4
"060800010000","DUNKIRK CITY SCHOOL DISTRICT",2014,"Grade 6 ELA",6,6
"060800010000","DUNKIRK CITY SCHOOL DISTRICT",2014,"Grade 7 ELA",4,4
"060800010000","DUNKIRK CITY SCHOOL DISTRICT",2014,"Grade 8 ELA",3,3
"060800010004","SCHOOL 4",2014,"Grade 3 ELA",3,3
"060800010004","SCHOOL 4",2014,"Grade 4 ELA",3,3
"060800010005","SCHOOL 5",2014,"Grade 4 ELA",1,1
"060800010010","DUNKIRK MIDDLE SCHOOL",2014,"Grade 6 ELA",6,6
"060800010010","DUNKIRK MIDDLE SCHOOL",2014,"Grade 7 ELA",4,4
"060800010010","DUNKIRK MIDDLE SCHOOL",2014,"Grade 8 ELA",3,3
"061501040000","SILVER CREEK CENTRAL SCHOOL DISTRICT",2014,"Grade 7 ELA",1,1
"061501040002","SILVER CREEK MIDDLE SCHOOL",2014,"Grade 7 ELA",1,1
"061700010000","JAMESTOWN CITY SCHOOL DISTRICT",2014,"Grade 4 ELA",4,4
"061700010000","JAMESTOWN CITY SCHOOL DISTRICT",2014,"Grade 5 ELA",3,3
"061700010000","JAMESTOWN CITY SCHOOL DISTRICT",2014,"Grade 6 ELA",2,1
"061700010000","JAMESTOWN CITY SCHOOL DISTRICT",2014,"Grade 7 ELA",4,4
"061700010000","JAMESTOWN CITY SCHOOL DISTRICT",2014,"Grade 8 ELA",1,1
"061700010001","CARLYLE C RING ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"061700010009","SAMUEL G LOVE ELEMENTARY SCHOOL",2014,"Grade 4 ELA",2,2
"061700010010","THOMAS JEFFERSON MIDDLE SCHOOL",2014,"Grade 5 ELA",3,3
"061700010010","THOMAS JEFFERSON MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"061700010010","THOMAS JEFFERSON MIDDLE SCHOOL",2014,"Grade 6 ELA",2,1
"061700010010","THOMAS JEFFERSON MIDDLE SCHOOL",2014,"Grade 7 ELA",4,4
"061700010011","ABRAHAM LINCOLN ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"062201060000","FREDONIA CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",1,0
"062201060001","FREDONIA ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,0
"062901040000","WESTFIELD CENTRAL SCHOOL DISTRICT",2014,"Grade 8 ELA",2,2
"062901040004","WESTFIELD MIDDLE SCHOOL",2014,"Grade 8 ELA",2,2
"070600010000","ELMIRA CITY SCHOOL DISTRICT",2014,"Grade 5 ELA",1,1
"070600010000","ELMIRA CITY SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"070600010016","THOMAS K BEECHER SCHOOL",2014,"Grade 6 ELA",1,1
"070600010016","THOMAS K BEECHER SCHOOL",2014,"Grade 5 ELA",1,1
"070901060000","HORSEHEADS CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",1,1
"070901060009","GARDNER ROAD ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,1
"091200010000","PLATTSBURGH CITY SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"091200010000","PLATTSBURGH CITY SCHOOL DISTRICT",2014,"Grade 8 ELA",1,1
"091200010005","STAFFORD MIDDLE SCHOOL",2014,"Grade 6 ELA",1,1
"091200010005","STAFFORD MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"101401040000","KINDERHOOK CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",1,1
"101401040000","KINDERHOOK CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"101401040004","ICHABOD CRANE PRIMARY SCHOOL",2014,"Grade 3 ELA",1,1
"101401040007","ICHABOD CRANE ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"111111111111","All Public Schools",2014,"Grade 4 ELA",1723,1677
"111111111111","All Public Schools",2014,"Grade 8 ELA",1820,1763
"111111111111","All Public Schools",2014,"Grade 7 ELA",1798,1750
"111111111111","All Public Schools",2014,"Grade 5 ELA",1713,1668
"111111111111","All Public Schools",2014,"Grade 3 ELA",1785,1727
"111111111111","All Public Schools",2014,"Grade 6 ELA",1732,1680
"130200010000","BEACON CITY SCHOOL DISTRICT",2014,"Grade 4 ELA",3,3
"130200010001","J V FORRESTAL ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"130200010002","SOUTH AVENUE SCHOOL",2014,"Grade 4 ELA",1,1
"130200010003","GLENHAM SCHOOL",2014,"Grade 4 ELA",1,1
"130801060000","HYDE PARK CENTRAL SCHOOL DISTRICT",2014,"Grade 5 ELA",1,1
"130801060008","NORTH PARK ELEMENTARY SCHOOL",2014,"Grade 5 ELA",1,1
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2014,"Grade 4 ELA",3,3
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2014,"Grade 8 ELA",7,7
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2014,"Grade 7 ELA",1,1
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2014,"Grade 3 ELA",2,2
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2014,"Grade 5 ELA",3,3
"131500010001","WARRING MAGNET ACADEMY OF SCIENCE AND TECHNOLOGY",2014,"Grade 3 ELA",1,1
"131500010001","WARRING MAGNET ACADEMY OF SCIENCE AND TECHNOLOGY",2014,"Grade 5 ELA",1,1
"131500010003","GOV GEORGE CLINTON SCHOOL",2014,"Grade 3 ELA",1,1
"131500010006","G W KRIEGER SCHOOL",2014,"Grade 4 ELA",2,2
"131500010009","MORSE YOUNG MAGNET SCHOOL",2014,"Grade 4 ELA",1,1
"131500010009","MORSE YOUNG MAGNET SCHOOL",2014,"Grade 5 ELA",2,2
"131500010011","POUGHKEEPSIE MIDDLE SCHOOL",2014,"Grade 8 ELA",7,7
"131500010011","POUGHKEEPSIE MIDDLE SCHOOL",2014,"Grade 6 ELA",1,1
"131500010011","POUGHKEEPSIE MIDDLE SCHOOL",2014,"Grade 7 ELA",1,1
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",1,0
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT",2014,"Grade 8 ELA",1,0
"131601060007","ARLINGTON MIDDLE SCHOOL",2014,"Grade 8 ELA",1,0
"131601060011","NOXON ROAD ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,0
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"131701060006","MILL ROAD-INTERMEDIATE GRADES",2014,"Grade 4 ELA",1,1
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2014,"Grade 5 ELA",2,2
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2014,"Grade 7 ELA",1,1
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2014,"Grade 8 ELA",1,1
"132101060001","BRINCKERHOFF ELEMENTARY SCHOOL",2014,"Grade 5 ELA",1,1
"132101060008","SHEAFE ROAD ELEMENTARY SCHOOL",2014,"Grade 5 ELA",1,1
"132101060010","WAPPINGERS JUNIOR HIGH SCHOOL",2014,"Grade 7 ELA",1,1
"132101060010","WAPPINGERS JUNIOR HIGH SCHOOL",2014,"Grade 8 ELA",1,1
"132101060013","MYERS CORNERS SCHOOL",2014,"Grade 4 ELA",1,1
"132101060013","MYERS CORNERS SCHOOL",2014,"Grade 6 ELA",1,1
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",1,1
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2014,"Grade 6 ELA",2,2
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2014,"Grade 7 ELA",1,1
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2014,"Grade 8 ELA",1,0
"140201060001","AMHERST MIDDLE SCHOOL",2014,"Grade 7 ELA",1,1
"140201060001","AMHERST MIDDLE SCHOOL",2014,"Grade 8 ELA",1,0
"140201060001","AMHERST MIDDLE SCHOOL",2014,"Grade 6 ELA",2,2
"140201060006","WINDERMERE BLVD SCHOOL",2014,"Grade 4 ELA",1,1
"140201060006","WINDERMERE BLVD SCHOOL",2014,"Grade 3 ELA",1,1
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",1,1
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",2,2
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2014,"Grade 5 ELA",1,1
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2014,"Grade 7 ELA",2,2
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2014,"Grade 8 ELA",2,2
"140203060001","MILL MIDDLE SCHOOL",2014,"Grade 7 ELA",1,1
"140203060002","DODGE ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"140203060002","DODGE ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,1
"140203060007","FOREST ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"140203060009","HEIM MIDDLE SCHOOL",2014,"Grade 6 ELA",1,1
"140203060012","CASEY MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"140203060015","TRANSIT MIDDLE SCHOOL",2014,"Grade 5 ELA",1,1
"140203060015","TRANSIT MIDDLE SCHOOL",2014,"Grade 7 ELA",1,1
"140203060015","TRANSIT MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT",2014,"Grade 8 ELA",1,1
"140207060005","SWEET HOME MIDDLE SCHOOL",2014,"Grade 6 ELA",1,1
"140207060005","SWEET HOME MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2014,"Grade 4 ELA",47,43
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2014,"Grade 8 ELA",73,66
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2014,"Grade 7 ELA",49,48
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2014,"Grade 5 ELA",52,48
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2014,"Grade 3 ELA",63,54
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2014,"Grade 6 ELA",50,46
"140600010003","D'YOUVILLE-PORTER CAMPUS",2014,"Grade 3 ELA",2,1
"140600010003","D'YOUVILLE-PORTER CAMPUS",2014,"Grade 4 ELA",3,3
"140600010003","D'YOUVILLE-PORTER CAMPUS",2014,"Grade 5 ELA",8,7
"140600010003","D'YOUVILLE-PORTER CAMPUS",2014,"Grade 6 ELA",2,1
"140600010003","D'YOUVILLE-PORTER CAMPUS",2014,"Grade 7 ELA",1,1
"140600010003","D'YOUVILLE-PORTER CAMPUS",2014,"Grade 8 ELA",1,0
"140600010006","BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY",2014,"Grade 3 ELA",9,8
"140600010006","BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY",2014,"Grade 8 ELA",7,7
"140600010006","BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY",2014,"Grade 7 ELA",5,5
"140600010006","BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY",2014,"Grade 4 ELA",6,6
"140600010006","BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY",2014,"Grade 5 ELA",9,7
"140600010006","BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY",2014,"Grade 6 ELA",8,8
"140600010018","DR ANTONIA PANTOJA COMMUNITY SCHOOL OF ACADEMIC EXCELLENCE AT #77",2014,"Grade 3 ELA",1,1
"140600010018","DR ANTONIA PANTOJA COMMUNITY SCHOOL OF ACADEMIC EXCELLENCE AT #77",2014,"Grade 6 ELA",5,5
"140600010018","DR ANTONIA PANTOJA COMMUNITY SCHOOL OF ACADEMIC EXCELLENCE AT #77",2014,"Grade 8 ELA",5,5
"140600010019","NATIVE AMERICAN MAGNET",2014,"Grade 8 ELA",8,8
"140600010019","NATIVE AMERICAN MAGNET",2014,"Grade 3 ELA",5,4
"140600010019","NATIVE AMERICAN MAGNET",2014,"Grade 4 ELA",2,2
"140600010019","NATIVE AMERICAN MAGNET",2014,"Grade 5 ELA",2,2
"140600010019","NATIVE AMERICAN MAGNET",2014,"Grade 6 ELA",1,1
"140600010019","NATIVE AMERICAN MAGNET",2014,"Grade 7 ELA",1,1
"140600010033","BILINGUAL CENTER",2014,"Grade 7 ELA",1,1
"140600010033","BILINGUAL CENTER",2014,"Grade 6 ELA",1,1
"140600010033","BILINGUAL CENTER",2014,"Grade 5 ELA",2,2
"140600010033","BILINGUAL CENTER",2014,"Grade 3 ELA",4,3
"140600010033","BILINGUAL CENTER",2014,"Grade 4 ELA",1,1
"140600010045","INTERNATIONAL SCHOOL",2014,"Grade 7 ELA",1,1
"140600010045","INTERNATIONAL SCHOOL",2014,"Grade 3 ELA",11,11
"140600010045","INTERNATIONAL SCHOOL",2014,"Grade 4 ELA",6,6
"140600010045","INTERNATIONAL SCHOOL",2014,"Grade 5 ELA",9,9
"140600010045","INTERNATIONAL SCHOOL",2014,"Grade 6 ELA",17,17
"140600010059","PS 59 DR CHARLES DREW SCIENCE MAGNET",2014,"Grade 8 ELA",2,2
"140600010059","PS 59 DR CHARLES DREW SCIENCE MAGNET",2014,"Grade 7 ELA",5,5
"140600010059","PS 59 DR CHARLES DREW SCIENCE MAGNET",2014,"Grade 3 ELA",1,1
"140600010059","PS 59 DR CHARLES DREW SCIENCE MAGNET",2014,"Grade 4 ELA",2,2
"140600010059","PS 59 DR CHARLES DREW SCIENCE MAGNET",2014,"Grade 5 ELA",3,3
"140600010064","FREDERICK OLMSTED #64 AT #78",2014,"Grade 3 ELA",2,2
"140600010064","FREDERICK OLMSTED #64 AT #78",2014,"Grade 4 ELA",1,1
"140600010076","HERMAN BADILLO COMMUNITY SCHOOL",2014,"Grade 7 ELA",9,9
"140600010076","HERMAN BADILLO COMMUNITY SCHOOL",2014,"Grade 8 ELA",11,11
"140600010076","HERMAN BADILLO COMMUNITY SCHOOL",2014,"Grade 6 ELA",4,4
"140600010076","HERMAN BADILLO COMMUNITY SCHOOL",2014,"Grade 5 ELA",7,7
"140600010076","HERMAN BADILLO COMMUNITY SCHOOL",2014,"Grade 4 ELA",11,11
"140600010076","HERMAN BADILLO COMMUNITY SCHOOL",2014,"Grade 3 ELA",8,7
"140600010084","PS 84",2014,"Grade 6 ELA",2,2
"140600010084","PS 84",2014,"Grade 5 ELA",1,1
"140600010093","SOUTHSIDE ELEMENTARY SCHOOL",2014,"Grade 4 ELA",2,1
"140600010093","SOUTHSIDE ELEMENTARY SCHOOL",2014,"Grade 5 ELA",1,1
"140600010093","SOUTHSIDE ELEMENTARY SCHOOL",2014,"Grade 6 ELA",1,1
"140600010093","SOUTHSIDE ELEMENTARY SCHOOL",2014,"Grade 8 ELA",3,3
"140600010107","LAFAYETTE HIGH SCHOOL",2014,"Grade 7 ELA",7,6
"140600010107","LAFAYETTE HIGH SCHOOL",2014,"Grade 8 ELA",20,17
"140600010118","WEST HERTEL ELEMENTARY SCHOOL",2014,"Grade 6 ELA",2,1
"140600010118","WEST HERTEL ELEMENTARY SCHOOL",2014,"Grade 7 ELA",7,7
"140600010118","WEST HERTEL ELEMENTARY SCHOOL",2014,"Grade 4 ELA",5,4
"140600010118","WEST HERTEL ELEMENTARY SCHOOL",2014,"Grade 3 ELA",9,8
"140600010118","WEST HERTEL ELEMENTARY SCHOOL",2014,"Grade 8 ELA",1,1
"140600010118","WEST HERTEL ELEMENTARY SCHOOL",2014,"Grade 5 ELA",4,3
"140600010119","WATERFRONT SCHOOL",2014,"Grade 3 ELA",2,1
"140600010119","WATERFRONT SCHOOL",2014,"Grade 4 ELA",4,3
"140600010119","WATERFRONT SCHOOL",2014,"Grade 5 ELA",2,2
"140600010119","WATERFRONT SCHOOL",2014,"Grade 6 ELA",1,0
"140600010119","WATERFRONT SCHOOL",2014,"Grade 7 ELA",3,3
"140600010119","WATERFRONT SCHOOL",2014,"Grade 8 ELA",7,7
"140600010122","BENNETT PARK MONTESSORI SCHOOL",2014,"Grade 4 ELA",1,0
"140600010126","STANLEY MAKOWSKI EARLY CHILDHOOD CENTER",2014,"Grade 3 ELA",1,1
"140600010130","FRANK A SEDITA SCHOOL #30",2014,"Grade 8 ELA",4,3
"140600010130","FRANK A SEDITA SCHOOL #30",2014,"Grade 7 ELA",8,8
"140600010130","FRANK A SEDITA SCHOOL #30",2014,"Grade 6 ELA",2,1
"140600010130","FRANK A SEDITA SCHOOL #30",2014,"Grade 5 ELA",3,3
"140600010130","FRANK A SEDITA SCHOOL #30",2014,"Grade 3 ELA",7,6
"140600010130","FRANK A SEDITA SCHOOL #30",2014,"Grade 4 ELA",3,3
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2014,"Grade 5 ELA",1,1
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2014,"Grade 6 ELA",4,4
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2014,"Grade 7 ELA",1,1
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2014,"Grade 8 ELA",4,2
"140600860814","KING CENTER CHARTER SCHOOL",2014,"Grade 4 ELA",1,1
"140600860814","KING CENTER CHARTER SCHOOL",2014,"Grade 6 ELA",1,1
"140600860817","SOUTH BUFFALO CHARTER SCHOOL",2014,"Grade 4 ELA",1,1
"140600860817","SOUTH BUFFALO CHARTER SCHOOL",2014,"Grade 5 ELA",1,1
"140600860856","ENTERPRISE CHARTER SCHOOL",2014,"Grade 4 ELA",1,1
"140600860856","ENTERPRISE CHARTER SCHOOL",2014,"Grade 7 ELA",1,1
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",2014,"Grade 7 ELA",1,1
"140701060007","CHEEKTOWAGA MIDDLE SCHOOL",2014,"Grade 6 ELA",1,1
"140701060007","CHEEKTOWAGA MIDDLE SCHOOL",2014,"Grade 7 ELA",1,1
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT",2014,"Grade 5 ELA",1,1
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT",2014,"Grade 7 ELA",2,2
"140702030004","MARYVALE INTERMEDIATE SCHOOL",2014,"Grade 5 ELA",1,1
"140702030004","MARYVALE INTERMEDIATE SCHOOL",2014,"Grade 4 ELA",1,1
"140702030005","MARYVALE MIDDLE SCHOOL",2014,"Grade 7 ELA",2,2
"140707030000","DEPEW UNION FREE SCHOOL DISTRICT",2014,"Grade 3 ELA",1,1
"140707030005","CAYUGA HEIGHTS ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,1
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT",2014,"Grade 3 ELA",1,1
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT",2014,"Grade 5 ELA",3,3
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT",2014,"Grade 7 ELA",1,1
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT",2014,"Grade 8 ELA",1,0
"141800010005","LACKAWANNA MIDDLE SCHOOL",2014,"Grade 7 ELA",1,1
"141800010005","LACKAWANNA MIDDLE SCHOOL",2014,"Grade 8 ELA",1,0
"141800010011","MARTIN ROAD ELEMENTARY SCHOOL",2014,"Grade 5 ELA",3,3
"141800010011","MARTIN ROAD ELEMENTARY SCHOOL",2014,"Grade 6 ELA",1,1
"141800010011","MARTIN ROAD ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,1
"141800010011","MARTIN ROAD ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"141800860044","GLOBAL CONCEPTS CHARTER SCHOOL",2014,"Grade 8 ELA",1,1
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT",2014,"Grade 3 ELA",2,2
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT",2014,"Grade 5 ELA",2,2
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT",2014,"Grade 6 ELA",2,2
"142601030003","BEN FRANKLIN MIDDLE SCHOOL",2014,"Grade 6 ELA",2,2
"142601030023","BEN FRANKLIN ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,1
"142601030023","BEN FRANKLIN ELEMENTARY SCHOOL",2014,"Grade 5 ELA",2,2
"142601030024","HERBERT HOOVER ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"142601030024","HERBERT HOOVER ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,1
"142801060000","WEST SENECA CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"142801060017","NORTHWOOD ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"161401060000","SARANAC LAKE CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"161401060004","BLOOMINGDALE SCHOOL",2014,"Grade 4 ELA",1,1
"180300010000","BATAVIA CITY SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"180300010000","BATAVIA CITY SCHOOL DISTRICT",2014,"Grade 7 ELA",2,2
"180300010000","BATAVIA CITY SCHOOL DISTRICT",2014,"Grade 8 ELA",1,1
"180300010005","BATAVIA MIDDLE SCHOOL",2014,"Grade 6 ELA",1,1
"180300010005","BATAVIA MIDDLE SCHOOL",2014,"Grade 7 ELA",2,2
"180300010005","BATAVIA MIDDLE SCHOOL",2014,"Grade 8 ELA",1,1
"191401040000","WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT",2014,"Grade 7 ELA",1,1
"191401040001","WINDHAM ASHLAND CENTRAL SCHOOL",2014,"Grade 7 ELA",1,1
"220301060000","INDIAN RIVER CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",2,1
"220301060000","INDIAN RIVER CENTRAL SCHOOL DISTRICT",2014,"Grade 7 ELA",1,1
"220301060000","INDIAN RIVER CENTRAL SCHOOL DISTRICT",2014,"Grade 5 ELA",2,2
"220301060008","INDIAN RIVER MIDDLE SCHOOL",2014,"Grade 7 ELA",1,1
"220301060010","INDIAN RIVER INTERMEDIATE SCHOOL",2014,"Grade 4 ELA",2,1
"220301060010","INDIAN RIVER INTERMEDIATE SCHOOL",2014,"Grade 5 ELA",2,2
"220401040000","GENERAL BROWN CENTRAL SCHOOL DISTRICT",2014,"Grade 5 ELA",1,1
"220401040003","DEXTER ELEMENTARY SCHOOL",2014,"Grade 5 ELA",1,1
"222201060000","CARTHAGE CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"222201060000","CARTHAGE CENTRAL SCHOOL DISTRICT",2014,"Grade 6 ELA",1,1
"222201060005","CARTHAGE ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"222201060011","CARTHAGE MIDDLE SCHOOL",2014,"Grade 6 ELA",1,1
"240401040000","GENESEO CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",1,1
"240401040000","GENESEO CENTRAL SCHOOL DISTRICT",2014,"Grade 5 ELA",1,1
"240401040002","GENESEO ELEMENTARY SCHOOL",2014,"Grade 5 ELA",1,1
"240401040002","GENESEO ELEMENTARY SCHOOL",2014,"Grade 3 ELA",1,1
"250201060000","CAZENOVIA CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"250201060006","BURTON STREET ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"250301040000","DERUYTER CENTRAL SCHOOL DISTRICT",2014,"Grade 8 ELA",1,1
"250301040001","DERUYTER HIGH SCHOOL",2014,"Grade 8 ELA",1,1
"260101060000","BRIGHTON CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",3,3
"260101060000","BRIGHTON CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"260101060000","BRIGHTON CENTRAL SCHOOL DISTRICT",2014,"Grade 5 ELA",2,2
"260101060000","BRIGHTON CENTRAL SCHOOL DISTRICT",2014,"Grade 7 ELA",2,2
"260101060008","TWELVE CORNERS MIDDLE SCHOOL",2014,"Grade 7 ELA",2,2
"260101060010","FRENCH ROAD ELEMENTARY SCHOOL",2014,"Grade 5 ELA",2,2
"260101060010","FRENCH ROAD ELEMENTARY SCHOOL",2014,"Grade 4 ELA",1,1
"260101060010","FRENCH ROAD ELEMENTARY SCHOOL",2014,"Grade 3 ELA",3,3
"260401060000","GATES-CHILI CENTRAL SCHOOL DISTRICT",2014,"Grade 3 ELA",1,1
"260401060000","GATES-CHILI CENTRAL SCHOOL DISTRICT",2014,"Grade 4 ELA",1,1
"260401060000","GATES-CHILI CENTRAL SCHOOL DISTRICT",2014,"Grade 6 ELA",3,3
"260401060000","GATES-CHILI CENTRAL SCHOOL DISTRICT",2014,"Grade 8 ELA",1,1
