"ENTITY_CD","SCHOOL_NAME","YEAR","DISTRICT_CD","DISTRICT_NAME","BOCES_CD","BOCES_NAME","COUNTY_CD","COUNTY_NAME","NEEDS_INDEX"
"010100010034","ALBANY HIGH SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010039","ARBOR HILL ELEMENTARY SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010043","PHILIP J SCHUYLER ACHIEVEMENT ACADEMY",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010044","SHERIDAN PREPARATORY ACADEMY",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010045","STEPHEN AND HARRIET MYERS MIDDLE SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100860829","BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100860830","BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100860867","KIPP TECH VALLEY CHARTER SCHOOL",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100860876","ACHIEVEMENT ACADEMY CHARTER SCHOOL",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100860884","ALBANY PREPARATORY CHARTER SCHOOL",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100860892","HENRY JOHNSON CHARTER SCHOOL",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100860899","ALBANY COMMUNITY CHARTER SCHOOL",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100860907","GREEN TECH HIGH CHARTER SCHOOL",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100010014","MONTESSORI MAGNET SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010016","PINE HILLS ELEMENTARY SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010018","DELAWARE COMMUNITY SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010019","NEW SCOTLAND ELEMENTARY SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010020","NORTH ALBANY ACADEMY",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010021","SCHOOL 21- OPPORTUNITY PROGRAM",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010023","ALBANY SCHOOL OF HUMANITIES",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010027","EAGLE POINT ELEMENTARY SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010028","THOMAS S O'BRIEN ACADEMY OF SCIENCE & TECHNOLOGY",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010029","GIFFEN MEMORIAL ELEMENTARY SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100010030","WILLIAM S HACKETT MIDDLE SCHOOL",2012,"01010001","ALBANY CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010100860960","ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100860976","BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR BOYS",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010100860977","BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR GIRLS",2012,,,"0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","7"
"010201040001","BERNE-KNOX-WESTERLO JUNIOR-SENIOR HIGH SCHOOL",2012,"01020104","BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010201040002","BERNE-KNOX-WESTERLO ELEMENTARY SCHOOL",2012,"01020104","BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010306060003","ELSMERE ELEMENTARY SCHOOL",2012,"01030606","BETHLEHEM CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010306060004","GLENMONT ELEMENTARY SCHOOL",2012,"01030606","BETHLEHEM CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010306060005","HAMAGRAEL ELEMENTARY SCHOOL",2012,"01030606","BETHLEHEM CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010306060006","SLINGERLANDS ELEMENTARY SCHOOL",2012,"01030606","BETHLEHEM CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010306060007","BETHLEHEM CENTRAL MIDDLE SCHOOL",2012,"01030606","BETHLEHEM CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010306060008","BETHLEHEM CENTRAL SENIOR HIGH SCHOOL",2012,"01030606","BETHLEHEM CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010306060009","EAGLE ELEMENTARY SCHOOL",2012,"01030606","BETHLEHEM CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010402060001","RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL",2012,"01040206","RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010402060002","ALBERTUS W BECKER SCHOOL",2012,"01040206","RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010402060003","PIETER B COEYMANS SCHOOL",2012,"01040206","RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010402060008","RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL",2012,"01040206","RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010500010005","ABRAM LANSING SCHOOL",2012,"01050001","COHOES CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010500010006","VAN SCHAICK ISLAND SCHOOL",2012,"01050001","COHOES CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010500010007","COHOES HIGH SCHOOL",2012,"01050001","COHOES CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010500010008","COHOES MIDDLE SCHOOL",2012,"01050001","COHOES CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010500010009","HARMONY HILL SCHOOL",2012,"01050001","COHOES CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010601060003","ROESSLEVILLE SCHOOL",2012,"01060106","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010601060005","SADDLEWOOD ELEMENTARY SCHOOL",2012,"01060106","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010601060006","SHAKER ROAD ELEMENTARY SCHOOL",2012,"01060106","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010601060008","COLONIE CENTRAL HIGH SCHOOL",2012,"01060106","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010601060010","FOREST PARK ELEMENTARY SCHOOL",2012,"01060106","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010601060011","VEEDER ELEMENTARY SCHOOL",2012,"01060106","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010601060012","SAND CREEK MIDDLE SCHOOL",2012,"01060106","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010601060013","LISHA KILL MIDDLE SCHOOL",2012,"01060106","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010615020001","MENANDS SCHOOL",2012,"01061502","MENANDS UNION FREE SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","5"
"010623060002","BLUE CREEK SCHOOL",2012,"01062306","NORTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010623060003","BOGHT HILLS SCHOOL",2012,"01062306","NORTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010623060004","FORTS FERRY SCHOOL",2012,"01062306","NORTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010623060006","LATHAM RIDGE SCHOOL",2012,"01062306","NORTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010623060007","LOUDONVILLE SCHOOL",2012,"01062306","NORTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010623060008","SOUTHGATE SCHOOL",2012,"01062306","NORTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010623060009","SHAKER JUNIOR HIGH SCHOOL",2012,"01062306","NORTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010623060010","SHAKER HIGH SCHOOL",2012,"01062306","NORTH COLONIE CSD","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010701030001","HEATLY SCHOOL",2012,"01070103","GREEN ISLAND UNION FREE SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"010802060001","ALTAMONT ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010802060003","GUILDERLAND ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010802060004","WESTMERE ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010802060005","GUILDERLAND HIGH SCHOOL",2012,"01080206","GUILDERLAND CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010802060007","LYNNWOOD ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010802060008","FARNSWORTH MIDDLE SCHOOL",2012,"01080206","GUILDERLAND CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"010802060009","PINE BUSH ELEMENTARY SCHOOL",2012,"01080206","GUILDERLAND CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"011003060001","VOORHEESVILLE ELEMENTARY SCHOOL",2012,"01100306","VOORHEESVILLE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"011003060002","CLAYTON A BOUTON HIGH SCHOOL",2012,"01100306","VOORHEESVILLE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"011003060003","VOORHEESVILLE MIDDLE SCHOOL",2012,"01100306","VOORHEESVILLE CENTRAL SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","6"
"011200010002","WATERVLIET ELEMENTARY SCHOOL",2012,"01120001","WATERVLIET CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"011200010010","WATERVLIET JUNIOR-SENIOR HIGH SCHOOL",2012,"01120001","WATERVLIET CITY SCHOOL DISTRICT","0190","BOCES ALBANY-SCHOH-SCHENECTADY-SARAT","01","ALBANY","3"
"020101040001","ALFRED-ALMOND ELEMENTARY SCHOOL",2012,"02010104","ALFRED-ALMOND CENTRAL SCHOOL DISTRICT","5590","BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG","02","ALLEGANY","5"
"020101040002","ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL",2012,"02010104","ALFRED-ALMOND CENTRAL SCHOOL DISTRICT","5590","BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG","02","ALLEGANY","5"
"020601040001","ANDOVER SCHOOL",2012,"02060104","ANDOVER CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"020702040001","GENESEE VALLEY CENTRAL SCHOOL",2012,"02070204","GENESEE VALLEY CENTRAL SCHOOL DISTRICT AT ANGELICA-BELMONT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"020801040001","BELFAST SCHOOL",2012,"02080104","BELFAST CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"021102040001","CANASERAGA SCHOOL",2012,"02110204","CANASERAGA CENTRAL SCHOOL DISTRICT","5590","BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG","02","ALLEGANY","4"
"021601040004","FRIENDSHIP CENTRAL SCHOOL",2012,"02160104","FRIENDSHIP CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022001040001","FILLMORE CENTRAL SCHOOL",2012,"02200104","FILLMORE CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022101040001","WHITESVILLE CENTRAL SCHOOL",2012,"02210104","WHITESVILLE CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022302040001","CUBA-RUSHFORD HIGH SCHOOL",2012,"02230204","CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022302040002","CUBA ELEMENTARY SCHOOL",2012,"02230204","CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022302040003","RUSHFORD ELEMENTARY SCHOOL",2012,"02230204","CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022302040004","CUBA-RUSHFORD MIDDLE SCHOOL",2012,"02230204","CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022401040003","SCIO CENTRAL SCHOOL",2012,"02240104","SCIO CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022601060002","WELLSVILLE MIDDLE SCHOOL",2012,"02260106","WELLSVILLE CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022601060004","WELLSVILLE SENIOR HIGH SCHOOL",2012,"02260106","WELLSVILLE CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022601060005","WELLSVILLE ELEMENTARY SCHOOL",2012,"02260106","WELLSVILLE CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022902040001","BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL",2012,"02290204","BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022902040002","BOLIVAR-RICHBURG ELEMENTARY SCHOOL",2012,"02290204","BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"022902040003","BOLIVAR-RICHBURG PRE-K PROGRAM",2012,"02290204","BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT","0490","BOCES CATTAR-ALLEGANY-ERIE-WYOMING","02","ALLEGANY","4"
"030101060001","CHENANGO FORKS ELEMENTARY SCHOOL",2012,"03010106","CHENANGO FORKS CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"030101060003","CHENANGO FORKS HIGH SCHOOL",2012,"03010106","CHENANGO FORKS CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"030101060004","CHENANGO FORKS MIDDLE SCHOOL",2012,"03010106","CHENANGO FORKS CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"030200010002","CALVIN COOLIDGE SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030200010005","BENJAMIN FRANKLIN ELEMENTARY SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030200010008","THOMAS JEFFERSON SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030200010011","MACARTHUR SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030200010012","THEODORE ROOSEVELT SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030200010014","WOODROW WILSON SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030200010015","EAST MIDDLE SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030200010016","WEST MIDDLE SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030200010021","BINGHAMTON HIGH SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030200010022","HORACE MANN SCHOOL",2012,"03020001","BINGHAMTON CITY SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030501040001","W A OLMSTED ELEMENTARY SCHOOL",2012,"03050104","HARPURSVILLE CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"030501040003","HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL",2012,"03050104","HARPURSVILLE CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"030601060001","BROOKSIDE ELEMENTARY SCHOOL",2012,"03060106","SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"030601060004","F P DONNELLY SCHOOL",2012,"03060106","SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"030601060005","RICHARD T STANK MIDDLE SCHOOL",2012,"03060106","SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"030601060006","SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL",2012,"03060106","SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"030701060001","CHENANGO VALLEY HIGH SCHOOL",2012,"03070106","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"030701060003","CHENANGO BRIDGE ELEMENTARY SCHOOL",2012,"03070106","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"030701060004","PORT DICKINSON ELEMENTARY SCHOOL",2012,"03070106","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"030701060005","CHENANGO VALLEY MIDDLE SCHOOL",2012,"03070106","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"031101060003","HOMER BRINK SCHOOL",2012,"03110106","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031101060004","MAINE MEMORIAL SCHOOL",2012,"03110106","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031101060005","MAINE-ENDWELL MIDDLE SCHOOL",2012,"03110106","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031101060006","MAINE-ENDWELL SENIOR HIGH SCHOOL",2012,"03110106","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031301040002","DEPOSIT ELEMENTARY SCHOOL",2012,"03130104","DEPOSIT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"031301040003","DEPOSIT MIDDLE-SENIOR HIGH SCHOOL",2012,"03130104","DEPOSIT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"031401060002","TIOUGHNIOGA RIVERSIDE ACADEMY",2012,"03140106","WHITNEY POINT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"031401060004","WHITNEY POINT SENIOR HIGH SCHOOL",2012,"03140106","WHITNEY POINT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"031401060005","CARYL E ADAMS PRIMARY SCHOOL",2012,"03140106","WHITNEY POINT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","4"
"031501060001","CHARLES F JOHNSON JR ELEMENTARY SCHOOL",2012,"03150106","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031501060002","GEORGE F JOHNSON ELEMENTARY SCHOOL",2012,"03150106","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031501060009","JENNIE F SNAPP MIDDLE SCHOOL",2012,"03150106","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031501060012","UNION ENDICOTT HIGH SCHOOL",2012,"03150106","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031501060013","THOMAS J WATSON SR ELEMENTARY SCHOOL",2012,"03150106","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031501060014","ANN G MCGUINNESS ELEMENTAR SCHOOL",2012,"03150106","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","5"
"031502060001","JOHNSON CITY ELEMENTARY/INTERMEDIATE SCHOOL",2012,"03150206","JOHNSON CITY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
"031502060003","JOHNSON CITY ELEMENTARY/PRIMARY SCHOOL",2012,"03150206","JOHNSON CITY CENTRAL SCHOOL DISTRICT","0390","BOCES BROOME-DELAWARE-TIOGA","03","BROOME","3"
