"DISTRICT_BEDS","DISTRICT_NAME","DISTRICT_NEEDS","PER_PUPIL_EXPENDITURE","DISTRICT_ID","HEDI"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3016931","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3016945","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3017116","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3017806","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3017888","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3018367","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3018377","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3018674","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3018733","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3018776","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3018783","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3019309","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3019330","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3019331","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3019338","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3019584","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3019714","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3019787","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3019945","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3020001","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3020060","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3020083","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3020841","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3020899","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021090","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021187","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021258","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021303","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021343","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021374","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021385","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021434","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021717","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3021828","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3022405","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3022408","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3022545","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3022708","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3022715","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3022727","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3022935","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3023005","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3023224","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3023600","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3023612","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3024027","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3024340","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3024414","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3024627","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3024629","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3025215","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3025326","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3025339","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3025384","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3025653","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3025797","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3025833","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3025907","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3026643","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3027158","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3027306","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3027558","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3028003","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3028021","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3028303","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3028612","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3028966","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3028990","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3029024","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3029032","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3029087","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3029364","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3029483","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3029512","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3029816","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3030146","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3030162","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3030730","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3030909","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3030920","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3030955","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3031078","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3031156","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3031164","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3031172","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3031268","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3031654","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3031767","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3031917","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3032049","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3032318","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3032360","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3032722","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3032985","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3033029","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3033078","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3033086","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3033611","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3034108","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3034146","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3034234","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3034236","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3034569","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3034577","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3035401","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3035786","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3035822","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3035896","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3035999","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3036029","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3036318","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3036480","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3036639","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3036833","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3036875","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3037079","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3037315","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3037856","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3037927","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3038140","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3038179","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3038216","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3038297","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3038467","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3038637","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039028","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039110","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039204","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039228","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039232","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039299","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039344","Highly Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039526","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039635","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3039738","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040043","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040058","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040074","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040098","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040107","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040140","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040224","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040252","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040373","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040419","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040578","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040720","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040822","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040903","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3040974","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041031","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041187","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041261","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041314","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041324","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041448","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041466","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041531","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041749","Ineffective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041750","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041751","Developing"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041762","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041818","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041830","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041898","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041913","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041939","Effective"
"331300010000","NEW YORK CITY GEOGRAPHIC DISTRICT #13","NYC",,"3041958","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3000006","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3000376","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3000437","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3000987","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3000995","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3002156","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3002363","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3002860","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3003046","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3003075","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3003310","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3003325","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3003447","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3003472","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3003501","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3004434","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3004543","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3004824","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3004847","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3004905","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3005356","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3005385","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3005642","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3005839","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3006350","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3006501","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3006526","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3006762","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3006785","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3007167","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3007283","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3007286","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3007716","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3007900","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3008221","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3008284","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3008314","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3008499","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3008572","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3008650","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3008986","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3009184","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3009417","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3009678","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3009779","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3009815","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3009921","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3009936","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3010016","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3010125","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3010261","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3010337","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3010930","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3010940","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3011016","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3011041","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3011104","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3011189","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3011597","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3011761","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3011838","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3012340","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3012489","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3012524","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3012592","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3012936","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3014020","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3014076","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3014252","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3014316","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3014490","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3015136","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3015140","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3015266","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3015367","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3015421","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3015846","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3016312","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3016386","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3016695","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3017058","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3017083","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3017219","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3017905","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3017947","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3018111","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3018137","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3018275","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3018485","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3018513","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3018657","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3019003","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3019154","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3019290","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3019642","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3019912","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3019969","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3019981","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3020128","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3020204","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3020663","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3020817","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3020829","Developing"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3021377","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3021442","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3021725","Highly Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3021820","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3021851","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3022209","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3022225","Ineffective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3022235","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3022575","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3022906","Effective"
"331400010000","NEW YORK CITY GEOGRAPHIC DISTRICT #14","NYC",,"3023031","Effective"
