"ENTITY_CD","ENTITY_NAME","YEAR","COHORT","COHORT_MEMBERS","NUM_GRADS_ADVDESDIP","PER_GRADS_ADVDESDIP","NUM_GRADS_CTE","PER_GRADS_CTE"
"010100010000","ALBANY CITY SD",2014,2009,654,80,"12",0,"00"
"010100010034","ALBANY HIGH SCHOOL",2014,2009,614,80,"13",0,"00"
"010100860907","GREEN TECH HIGH CHARTER SCHOOL",2014,2009,56,17,"30",0,"00"
"010100860960","ALBANY LEADERSHIP CHARTER HS-GIRLS",2014,2009,27,4,"15",0,"00"
"010201040000","BERNE-KNOX-WESTERLO CSD",2014,2009,81,28,"35",19,"23"
"010201040001","BERNE-KNOX-WESTERLO JUNIOR-SENIOR HS",2014,2009,75,28,"37",19,"25"
"010306060000","BETHLEHEM CSD",2014,2009,464,267,"58",8,"02"
"010306060008","BETHLEHEM CENTRAL SENIOR HIGH SCHOOL",2014,2009,459,267,"58",8,"02"
"010402060000","RAVENA-COEYMANS-SELKIRK CSD",2014,2009,178,60,"34",2,"01"
"010402060001","RAVENA-COEYMANS-SELKIRK SR HS",2014,2009,176,60,"34",2,"01"
"010500010000","COHOES CITY SD",2014,2009,151,47,"31",7,"05"
"010500010007","COHOES HIGH SCHOOL",2014,2009,147,46,"31",7,"05"
"010601060000","SOUTH COLONIE CSD",2014,2009,450,220,"49",1,"00"
"010601060008","COLONIE CENTRAL HIGH SCHOOL",2014,2009,446,220,"49",1,"00"
"010623060000","NORTH COLONIE CSD",2014,2009,537,307,"57",2,"00"
"010623060010","SHAKER HIGH SCHOOL",2014,2009,535,307,"57",2,"00"
"010701030000","GREEN ISLAND UFSD",2014,2009,29,2,"07",0,"00"
"010701030001","HEATLY SCHOOL",2014,2009,25,2,"08",0,"00"
"010802060000","GUILDERLAND CSD",2014,2009,408,227,"56",9,"02"
"010802060005","GUILDERLAND HIGH SCHOOL",2014,2009,396,226,"57",8,"02"
"011003060000","VOORHEESVILLE CSD",2014,2009,89,37,"42",5,"06"
"011003060002","CLAYTON A BOUTON HIGH SCHOOL",2014,2009,86,37,"43",5,"06"
"011200010000","WATERVLIET CITY SD",2014,2009,105,10,"10",2,"02"
"011200010010","WATERVLIET JUNIOR-SENIOR HIGH SCHOOL",2014,2009,97,10,"10",2,"02"
"020101040000","ALFRED-ALMOND CSD",2014,2009,46,23,"50",5,"11"
"020101040002","ALFRED-ALMOND JUNIOR-SENIOR HIGH SCH",2014,2009,46,23,"50",5,"11"
"020601040000","ANDOVER CSD",2014,2009,29,5,"17",4,"14"
"020601040001","ANDOVER SCHOOL",2014,2009,28,5,"18",4,"14"
"020702040000","GENESEE VALLEY CSD",2014,2009,45,17,"38",0,"00"
"020702040001","GENESEE VALLEY CENTRAL SCHOOL",2014,2009,40,17,"43",0,"00"
"020801040000","BELFAST CSD",2014,2009,34,10,"29",1,"03"
"020801040001","BELFAST SCHOOL",2014,2009,34,10,"29",1,"03"
"021102040000","CANASERAGA CSD",2014,2009,22,1,"05",7,"32"
"021102040001","CANASERAGA SCHOOL",2014,2009,17,1,"06",5,"29"
"021601040000","FRIENDSHIP CSD",2014,2009,30,7,"23",11,"37"
"010100010000","ALBANY CITY SD",2013,2008,712,77,"11",0,"00"
"010100010034","ALBANY HIGH SCHOOL",2013,2008,658,76,"12",0,"00"
"010100860907","GREEN TECH HIGH CHARTER SCHOOL",2013,2008,41,2,"05",0,"00"
"010201040000","BERNE-KNOX-WESTERLO CSD",2013,2008,92,36,"39",13,"14"
"010201040001","BERNE-KNOX-WESTERLO JUNIOR-SENIOR HS",2013,2008,87,35,"40",13,"15"
"010306060000","BETHLEHEM CSD",2013,2008,394,221,"56",6,"02"
"010306060008","BETHLEHEM CENTRAL SENIOR HIGH SCHOOL",2013,2008,392,220,"56",6,"02"
"010402060000","RAVENA-COEYMANS-SELKIRK CSD",2013,2008,165,57,"35",0,"00"
"010402060001","RAVENA-COEYMANS-SELKIRK SR HS",2013,2008,160,57,"36",0,"00"
"010500010000","COHOES CITY SD",2013,2008,177,41,"23",3,"02"
"010500010007","COHOES HIGH SCHOOL",2013,2008,172,41,"24",3,"02"
"010601060000","SOUTH COLONIE CSD",2013,2008,456,208,"46",1,"00"
"010601060008","COLONIE CENTRAL HIGH SCHOOL",2013,2008,444,207,"47",1,"00"
"010615020000","MENANDS UFSD",2013,2008,2,0,"00",0,"00"
"010623060000","NORTH COLONIE CSD",2013,2008,506,298,"59",0,"00"
"010623060010","SHAKER HIGH SCHOOL",2013,2008,504,298,"59",0,"00"
"010701030000","GREEN ISLAND UFSD",2013,2008,29,5,"17",0,"00"
"010701030001","HEATLY SCHOOL",2013,2008,28,5,"18",0,"00"
"010802060000","GUILDERLAND CSD",2013,2008,484,263,"54",20,"04"
"021601040004","FRIENDSHIP CENTRAL SCHOOL",2014,2009,30,7,"23",11,"37"
"022001040000","FILLMORE CSD",2014,2009,48,16,"33",0,"00"
"022001040001","FILLMORE CENTRAL SCHOOL",2014,2009,47,16,"34",0,"00"
"022101040000","WHITESVILLE CSD",2014,2009,18,4,"22",3,"17"
"022101040001","WHITESVILLE CENTRAL SCHOOL",2014,2009,18,4,"22",3,"17"
"022302040000","CUBA-RUSHFORD CSD",2014,2009,70,21,"30",11,"16"
"022302040001","CUBA-RUSHFORD HIGH SCHOOL",2014,2009,66,21,"32",10,"15"
"022401040000","SCIO CSD",2014,2009,31,8,"26",7,"23"
"022401040003","SCIO CENTRAL SCHOOL",2014,2009,28,8,"29",7,"25"
"022601060000","WELLSVILLE CSD",2014,2009,103,36,"35",0,"00"
"022601060004","WELLSVILLE SENIOR HIGH SCHOOL",2014,2009,98,36,"37",0,"00"
"022902040000","BOLIVAR-RICHBURG CSD",2014,2009,56,10,"18",8,"14"
"022902040001","BOLIVAR-RICHBURG JUNIOR-SENIOR HS",2014,2009,55,10,"18",8,"15"
"030101060000","CHENANGO FORKS CSD",2014,2009,119,48,"40",3,"03"
"030101060003","CHENANGO FORKS HIGH SCHOOL",2014,2009,109,48,"44",3,"03"
"030200010000","BINGHAMTON CITY SD",2014,2009,456,56,"12",20,"04"
"030200010021","BINGHAMTON HIGH SCHOOL",2014,2009,415,56,"13",19,"05"
"010802060005","GUILDERLAND HIGH SCHOOL",2013,2008,474,262,"55",18,"04"
"011003060000","VOORHEESVILLE CSD",2013,2008,101,53,"52",6,"06"
"011003060002","CLAYTON A BOUTON HIGH SCHOOL",2013,2008,101,53,"52",6,"06"
"011200010000","WATERVLIET CITY SD",2013,2008,127,19,"15",6,"05"
"011200010010","WATERVLIET JUNIOR-SENIOR HIGH SCHOOL",2013,2008,119,19,"16",6,"05"
"020101040000","ALFRED-ALMOND CSD",2013,2008,58,29,"50",4,"07"
"020101040002","ALFRED-ALMOND JUNIOR-SENIOR HIGH SCH",2013,2008,58,29,"50",4,"07"
"020601040000","ANDOVER CSD",2013,2008,26,3,"12",11,"42"
"020601040001","ANDOVER SCHOOL",2013,2008,23,3,"13",11,"48"
"020702040000","GENESEE VALLEY CSD",2013,2008,57,18,"32",4,"07"
"020702040001","GENESEE VALLEY CENTRAL SCHOOL",2013,2008,52,18,"35",4,"08"
"020801040000","BELFAST CSD",2013,2008,33,5,"15",0,"00"
"020801040001","BELFAST SCHOOL",2013,2008,32,5,"16",0,"00"
"021102040000","CANASERAGA CSD",2013,2008,20,1,"05",2,"10"
"021102040001","CANASERAGA SCHOOL",2013,2008,16,1,"06",2,"13"
"021601040000","FRIENDSHIP CSD",2013,2008,21,1,"05",3,"14"
"021601040004","FRIENDSHIP CENTRAL SCHOOL",2013,2008,16,1,"06",3,"19"
"022001040000","FILLMORE CSD",2013,2008,60,26,"43",0,"00"
"022001040001","FILLMORE CENTRAL SCHOOL",2013,2008,57,26,"46",0,"00"
"022101040000","WHITESVILLE CSD",2013,2008,25,6,"24",5,"20"
"022101040001","WHITESVILLE CENTRAL SCHOOL",2013,2008,25,6,"24",5,"20"
"022302040000","CUBA-RUSHFORD CSD",2013,2008,94,33,"35",9,"10"
"022302040001","CUBA-RUSHFORD HIGH SCHOOL",2013,2008,89,33,"37",9,"10"
"022401040000","SCIO CSD",2013,2008,33,5,"15",2,"06"
"022401040003","SCIO CENTRAL SCHOOL",2013,2008,29,5,"17",2,"07"
"022601060000","WELLSVILLE CSD",2013,2008,118,46,"39",15,"13"
"022601060004","WELLSVILLE SENIOR HIGH SCHOOL",2013,2008,114,46,"40",14,"12"
"022902040000","BOLIVAR-RICHBURG CSD",2013,2008,66,15,"23",9,"14"
"022902040001","BOLIVAR-RICHBURG JUNIOR-SENIOR HS",2013,2008,64,15,"23",9,"14"
"030101060000","CHENANGO FORKS CSD",2013,2008,122,43,"35",15,"12"
"030101060003","CHENANGO FORKS HIGH SCHOOL",2013,2008,110,43,"39",15,"14"
"030200010000","BINGHAMTON CITY SD",2013,2008,437,64,"15",4,"01"
"030200010021","BINGHAMTON HIGH SCHOOL",2013,2008,401,64,"16",4,"01"
"030501040000","HARPURSVILLE CSD",2013,2008,75,14,"19",8,"11"
"030501040003","HARPURSVILLE JUNIOR-SENIOR HIGH SCH",2013,2008,66,14,"21",8,"12"
"030601060000","SUSQUEHANNA VALLEY CSD",2013,2008,160,57,"36",10,"06"
"030601060006","SUSQUEHANNA VALLEY SENIOR HIGH SCH",2013,2008,156,57,"37",9,"06"
"030701060000","CHENANGO VALLEY CSD",2013,2008,156,61,"39",13,"08"
"030701060001","CHENANGO VALLEY HIGH SCHOOL",2013,2008,147,61,"41",13,"09"
"031101060000","MAINE-ENDWELL CSD",2013,2008,215,98,"46",12,"06"
"031101060006","MAINE-ENDWELL SENIOR HIGH SCHOOL",2013,2008,195,98,"50",12,"06"
"031301040000","DEPOSIT CSD",2013,2008,52,11,"21",0,"00"
"031301040003","DEPOSIT MIDDLE-SENIOR HIGH SCHOOL",2013,2008,41,11,"27",0,"00"
"031401060000","WHITNEY POINT CSD",2013,2008,105,34,"32",9,"09"
"031401060004","WHITNEY POINT SENIOR HIGH SCHOOL",2013,2008,98,34,"35",9,"09"
"031501060000","UNION-ENDICOTT CSD",2013,2008,373,132,"35",13,"03"
"031501060012","UNION-ENDICOTT HIGH SCHOOL",2013,2008,336,131,"39",11,"03"
"031502060000","JOHNSON CITY CSD",2013,2008,180,68,"38",9,"05"
"031502060006","JOHNSON CITY SENIOR HIGH SCHOOL",2013,2008,175,68,"39",9,"05"
"031601060000","VESTAL CSD",2013,2008,318,181,"57",16,"05"
"031601060051","VESTAL SENIOR HIGH SCHOOL",2013,2008,292,179,"61",13,"04"
"031701060000","WINDSOR CSD",2013,2008,146,68,"47",0,"00"
"031701060007","WINDSOR CENTRAL HIGH SCHOOL",2013,2008,138,68,"49",0,"00"
"040204040000","WEST VALLEY CSD",2013,2008,29,10,"34",8,"28"
"040204040001","WEST VALLEY CENTRAL SCHOOL",2013,2008,26,10,"38",8,"31"
"040302060000","ALLEGANY-LIMESTONE CSD",2013,2008,130,48,"37",20,"15"
"040302060001","ALLEGANY-LIMESTONE HIGH SCHOOL",2013,2008,126,48,"38",20,"16"
"040901040000","ELLICOTTVILLE CSD",2013,2008,43,18,"42",6,"14"
"040901040002","ELLICOTTVILLE MIDDLE/HIGH SCHOOL",2013,2008,40,18,"45",6,"15"
"041101040000","FRANKLINVILLE CSD",2013,2008,65,17,"26",19,"29"
"041101040002","FRANKLINVILLE JUNIOR-SENIOR HIGH SCH",2013,2008,61,17,"28",19,"31"
"041401040000","HINSDALE CSD",2013,2008,32,1,"03",13,"41"
"041401040001","HINSDALE CENTRAL SCHOOL",2013,2008,31,1,"03",13,"42"
"042302040000","CATTARAUGUS-LITTLE VALLEY CSD",2013,2008,89,26,"29",8,"09"
"042302040003","CATTARAUGUS-LITTLE VALLEY HS",2013,2008,81,26,"32",8,"10"
"042400010000","OLEAN CITY SD",2013,2008,150,42,"28",13,"09"
"042400010013","OLEAN SENIOR HIGH SCHOOL",2013,2008,134,42,"31",13,"10"
"042801060000","GOWANDA CSD",2013,2008,105,22,"21",14,"13"
"042801060006","GOWANDA HIGH SCHOOL",2013,2008,95,22,"23",14,"15"
"042901040000","PORTVILLE CSD",2013,2008,73,18,"25",6,"08"
"042901040002","PORTVILLE JUNIOR-SENIOR HIGH SCHOOL",2013,2008,69,18,"26",6,"09"
"043001040000","RANDOLPH CSD",2013,2008,81,32,"40",9,"11"
"043001040002","RANDOLPH SENIOR HIGH SCHOOL",2013,2008,78,32,"41",9,"12"
"043011020000","RANDOLPH ACAD UFSD",2013,2008,5,0,"00",0,"00"
"043011020001","RANDOLPH ACADEMY",2013,2008,4,0,"00",0,"00"
"043011020002","RANDOLPH ACADEMY-HOPEVALE CAMPUS",2013,2008,1,0,"00",0,"00"
"043200050000","SALAMANCA CITY SD",2013,2008,107,8,"07",23,"21"
"043200050002","SALAMANCA JUNIOR/SENIOR HIGH SCHOOL",2013,2008,99,8,"08",23,"23"
"043501060000","YORKSHIRE-PIONEER CSD",2013,2008,202,48,"24",28,"14"
"043501060006","PIONEER SENIOR HIGH SCHOOL",2013,2008,187,48,"26",27,"14"
"050100010000","AUBURN CITY SD",2013,2008,365,107,"29",30,"08"
"050100010013","AUBURN HIGH SCHOOL",2013,2008,338,106,"31",30,"09"
"050301040000","WEEDSPORT CSD",2013,2008,77,29,"38",0,"00"
"050301040002","WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL",2013,2008,74,29,"39",0,"00"
"050401040000","CATO-MERIDIAN CSD",2013,2008,81,19,"23",11,"14"
"050401040003","CATO-MERIDIAN SENIOR HIGH SCHOOL",2013,2008,78,19,"24",11,"14"
"050701040000","SOUTHERN CAYUGA CSD",2013,2008,64,21,"33",5,"08"
"050701040005","SOUTHERN CAYUGA 7-12 SECONDARY SCH",2013,2008,54,21,"39",5,"09"
"051101040000","PORT BYRON CSD",2013,2008,83,21,"25",6,"07"
"051101040004","PORT BYRON SENIOR HIGH SCHOOL",2013,2008,81,21,"26",6,"07"
"051301040000","MORAVIA CSD",2013,2008,86,26,"30",11,"13"
"051301040003","MORAVIA JUNIOR-SENIOR HIGH SCHOOL",2013,2008,79,26,"33",11,"14"
"051901040000","UNION SPRINGS CSD",2013,2008,62,18,"29",4,"06"
"051901040005","UNION SPRINGS MIDDLE/HIGH SCHOOL",2013,2008,62,18,"29",4,"06"
"060201060000","SOUTHWESTERN CSD AT JAMESTOWN",2013,2008,121,49,"40",11,"09"
"060201060003","SOUTHWESTERN SENIOR HIGH SCHOOL",2013,2008,115,49,"43",11,"10"
"060301040000","FREWSBURG CSD",2013,2008,100,21,"21",17,"17"
"060301040004","FREWSBURG JUNIOR-SENIOR HIGH SCH",2013,2008,97,21,"22",17,"18"
"060401040000","CASSADAGA VALLEY CSD",2013,2008,101,26,"26",17,"17"
"060401040006","CASSADAGA VALLEY HIGH SCHOOL",2013,2008,101,26,"26",17,"17"
"060503040000","CHAUTAUQUA LAKE CSD",2013,2008,70,23,"33",13,"19"
"060503040001","CHAUTAUQUA LAKE SECONDARY SCHOOL",2013,2008,63,23,"37",13,"21"
"060601040000","PINE VALLEY CSD (SOUTH DAYTON)",2013,2008,64,27,"42",4,"06"
"060601040003","PINE VALLEY CENTRAL JR-SR HIGH SCH",2013,2008,59,27,"46",4,"07"
"060701040000","CLYMER CSD",2013,2008,35,15,"43",3,"09"
"060701040003","CLYMER CENTRAL SCHOOL",2013,2008,34,15,"44",3,"09"
"060800010000","DUNKIRK CITY SD",2013,2008,173,16,"09",18,"10"
"060800010009","DUNKIRK SENIOR HIGH SCHOOL",2013,2008,167,16,"10",18,"11"
"061001040000","BEMUS POINT CSD",2013,2008,62,36,"58",6,"10"
"061001040005","MAPLE GROVE HIGH SCHOOL",2013,2008,61,36,"59",6,"10"
"061101040000","FALCONER CSD",2013,2008,106,35,"33",14,"13"
"061101040007","FALCONER MIDDLE/HIGH SCHOOL",2013,2008,102,35,"34",14,"14"
"061501040000","SILVER CREEK CSD",2013,2008,80,34,"43",7,"09"
"061501040001","SILVER CREEK HIGH SCHOOL",2013,2008,75,34,"45",7,"09"
"061503040000","FORESTVILLE CSD",2013,2008,50,5,"10",8,"16"
"061503040003","FORESTVILLE CENTRAL HIGH SCHOOL",2013,2008,47,5,"11",7,"15"
"061601040000","PANAMA CSD",2013,2008,41,10,"24",6,"15"
"061601040001","PANAMA HIGH SCHOOL",2013,2008,35,10,"29",6,"17"
"061700010000","JAMESTOWN CITY SD",2013,2008,379,126,"33",17,"04"
"061700010013","JAMESTOWN HIGH SCHOOL",2013,2008,366,126,"34",17,"05"
"062201060000","FREDONIA CSD",2013,2008,124,63,"51",7,"06"
"062201060003","FREDONIA HIGH SCHOOL",2013,2008,120,63,"53",7,"06"
"062301040000","BROCTON CSD",2013,2008,64,13,"20",6,"09"
"062301040003","BROCTON MIDDLE HIGH SCHOOL",2013,2008,54,13,"24",6,"11"
"062401040000","RIPLEY CSD",2013,2008,33,6,"18",15,"45"
"062401040001","RIPLEY CENTRAL SCHOOL",2013,2008,31,6,"19",15,"48"
"062601040000","SHERMAN CSD",2013,2008,40,18,"45",4,"10"
"062601040003","SHERMAN HIGH SCHOOL",2013,2008,37,18,"49",4,"11"
"062901040000","WESTFIELD CSD",2013,2008,82,35,"43",7,"09"
"062901040002","WESTFIELD HIGH SCHOOL",2013,2008,81,35,"43",7,"09"
"070600010000","ELMIRA CITY SD",2013,2008,512,112,"22",15,"03"
"070600010020","SOUTHSIDE HIGH SCHOOL",2013,2008,272,51,"19",1,"00"
"070600010021","ELMIRA FREE ACADEMY",2013,2008,209,60,"29",14,"07"
"070901060000","HORSEHEADS CSD",2013,2008,349,149,"43",42,"12"
"070901060007","HORSEHEADS SENIOR HIGH SCHOOL",2013,2008,340,149,"44",42,"12"
"070902060000","ELMIRA HEIGHTS CSD",2013,2008,71,27,"38",10,"14"
"070902060002","THOMAS A EDISON HIGH SCHOOL",2013,2008,67,27,"40",10,"15"
"080101040000","AFTON CSD",2013,2008,51,9,"18",9,"18"
"080101040003","AFTON JUNIOR/SENIOR HIGH SCHOOL",2013,2008,50,9,"18",9,"18"
"080201040000","BAINBRIDGE-GUILFORD CSD",2013,2008,69,23,"33",7,"10"
"080201040001","BAINBRIDGE-GUILFORD HIGH SCHOOL",2013,2008,65,23,"35",7,"11"
"080601040000","GREENE CSD",2013,2008,102,40,"39",13,"13"
"080601040003","GREENE HIGH SCHOOL",2013,2008,92,40,"43",13,"14"
"081003040000","UNADILLA VALLEY CSD",2013,2008,83,27,"33",8,"10"
"081003040003","UNADILLA VALLEY CENTRAL SCHOOL",2013,2008,77,27,"35",7,"09"
"081200050000","NORWICH CITY SD",2013,2008,171,67,"39",20,"12"
"081200050004","NORWICH HIGH SCHOOL",2013,2008,160,67,"42",19,"12"
"081401040000","GEORGETOWN-SOUTH OTSELIC CSD",2013,2008,33,9,"27",7,"21"
"081401040001","OTSELIC VALLEY JUNIOR-SENIOR HS",2013,2008,31,9,"29",7,"23"
"081501040000","OXFORD ACADEMY & CSD",2013,2008,78,20,"26",10,"13"
"081501040002","OXFORD ACADEMY HIGH SCHOOL",2013,2008,75,20,"27",10,"13"
"082001040000","SHERBURNE-EARLVILLE CSD",2013,2008,128,47,"37",20,"16"
"082001040004","SHERBURNE-EARLVILLE SENIOR HIGH SCH",2013,2008,117,47,"40",19,"16"
"090201040000","AUSABLE VALLEY CSD",2013,2008,133,24,"18",4,"03"
"090201040002","AUSABLE VALLEY HIGH SCHOOL",2013,2008,132,24,"18",4,"03"
"090301060000","BEEKMANTOWN CSD",2013,2008,173,57,"33",4,"02"
"090301060006","BEEKMANTOWN HIGH SCHOOL",2013,2008,169,57,"34",4,"02"
"090501040000","NORTHEASTERN CLINTON CSD",2013,2008,126,36,"29",7,"06"
"090501040002","NORTHEASTERN CLINTON SR HIGH SCHOOL",2013,2008,122,36,"30",7,"06"
"090601020000","CHAZY UFSD",2013,2008,37,11,"30",6,"16"
"090601020002","CHAZY CENTRAL RURAL JUNIOR-SENIOR HS",2013,2008,37,11,"30",6,"16"
"090901040000","NORTHERN ADIRONDACK CSD",2013,2008,83,14,"17",8,"10"
"090901040002","NORTHERN ADIRONDACK MID/HIGH SCH",2013,2008,78,14,"18",8,"10"
"091101060000","PERU CSD",2013,2008,176,46,"26",1,"01"
"091101060005","PERU SENIOR HIGH SCHOOL",2013,2008,172,46,"27",1,"01"
"091200010000","PLATTSBURGH CITY SD",2013,2008,141,34,"24",0,"00"
"091200010006","PLATTSBURGH SENIOR HIGH SCHOOL",2013,2008,137,34,"25",0,"00"
"091402060000","SARANAC CSD",2013,2008,148,55,"37",6,"04"
"091402060005","SARANAC HIGH SCHOOL",2013,2008,143,55,"38",6,"04"
"100308020000","BERKSHIRE UFSD",2013,2008,10,0,"00",0,"00"
"100308020001","BERKSHIRE JUNIOR-SENIOR HIGH SCHOOL",2013,2008,10,0,"00",0,"00"
"100501040000","TACONIC HILLS CSD",2013,2008,133,41,"31",8,"06"
"100501040003","TACONIC HILLS HIGH SCHOOL",2013,2008,129,41,"32",8,"06"
"100902040000","GERMANTOWN CSD",2013,2008,58,19,"33",4,"07"
"101001040000","CHATHAM CSD",2013,2008,107,36,"34",3,"03"
"101001040002","CHATHAM HIGH SCHOOL",2013,2008,103,36,"35",3,"03"
"101300010000","HUDSON CITY SD",2013,2008,160,29,"18",5,"03"
"101300010001","HUDSON JR/SR HIGH SCHOOL",2013,2008,150,29,"19",5,"03"
"101401040000","KINDERHOOK CSD",2013,2008,185,69,"37",23,"12"
"101401040005","ICHABOD CRANE SENIOR HIGH SCHOOL",2013,2008,181,69,"38",22,"12"
"101601040000","NEW LEBANON CSD",2013,2008,41,15,"37",0,"00"
"101601040003","NEW LEBANON JUNIOR-SENIOR HIGH SCH",2013,2008,39,15,"38",0,"00"
"110101040000","CINCINNATUS CSD",2013,2008,44,12,"27",4,"09"
"110101040002","CINCINNATUS HIGH SCHOOL",2013,2008,41,12,"29",4,"10"
"110200010000","CORTLAND CITY SD",2013,2008,229,67,"29",8,"03"
"110200010011","CORTLAND JUNIOR-SENIOR HIGH SCHOOL",2013,2008,219,67,"31",8,"04"
"110304040000","MCGRAW CSD",2013,2008,55,18,"33",10,"18"
"110304040002","MCGRAW SECONDARY SCHOOL",2013,2008,52,18,"35",10,"19"
"110701060000","HOMER CSD",2013,2008,182,76,"42",0,"00"
"110701060001","HOMER SENIOR HIGH SCHOOL",2013,2008,175,76,"43",0,"00"
"110901040000","MARATHON CSD",2013,2008,77,17,"22",14,"18"
"110901040001","MARATHON HIGH SCHOOL",2013,2008,72,17,"24",14,"19"
"120102040000","ANDES CSD",2013,2008,10,4,"40",0,"00"
"120102040001","ANDES CENTRAL SCHOOL",2013,2008,10,4,"40",0,"00"
"120301040000","DOWNSVILLE CSD",2013,2008,27,5,"19",2,"07"
"120301040001","DOWNSVILLE CENTRAL SCHOOL",2013,2008,27,5,"19",2,"07"
"120401040000","CHARLOTTE VALLEY CSD",2013,2008,31,3,"10",6,"19"
"120401040001","CHARLOTTE VALLEY SCHOOL",2013,2008,31,3,"10",6,"19"
"120501040000","DELAWARE ACADEMY CSD AT DELHI",2013,2008,73,22,"30",5,"07"
"120501040002","DELAWARE ACADEMY HIGH SCHOOL",2013,2008,68,22,"32",5,"07"
"120701040000","FRANKLIN CSD",2013,2008,21,8,"38",2,"10"
"120701040001","FRANKLIN CENTRAL SCHOOL",2013,2008,20,8,"40",2,"10"
"120906040000","HANCOCK CSD",2013,2008,39,7,"18",6,"15"
"120906040002","HANCOCK JUNIOR-SENIOR HS",2013,2008,38,7,"18",6,"16"
"121401040000","MARGARETVILLE CSD",2013,2008,35,15,"43",1,"03"
"121401040001","MARGARETVILLE CENTRAL SCHOOL",2013,2008,34,15,"44",1,"03"
"121502040000","ROXBURY CSD",2013,2008,25,6,"24",0,"00"
"121502040001","ROXBURY CENTRAL SCHOOL",2013,2008,24,6,"25",0,"00"
"121601060000","SIDNEY CSD",2013,2008,104,17,"16",16,"15"
"121601060006","SIDNEY HIGH SCHOOL",2013,2008,93,17,"18",14,"15"
"121701040000","STAMFORD CSD",2013,2008,30,12,"40",3,"10"
"121701040001","STAMFORD CENTRAL SCHOOL",2013,2008,30,12,"40",3,"10"
"121702040000","SOUTH KORTRIGHT CSD",2013,2008,31,9,"29",0,"00"
"121702040001","SOUTH KORTRIGHT CENTRAL SCHOOL",2013,2008,30,9,"30",0,"00"
"121901040000","WALTON CSD",2013,2008,89,16,"18",17,"19"
"121901040002","WALTON HIGH SCHOOL",2013,2008,84,16,"19",16,"19"
"130200010000","BEACON CITY SD",2013,2008,259,57,"22",3,"01"
"130200010005","BEACON HIGH SCHOOL",2013,2008,250,57,"23",3,"01"
"130502020000","DOVER UFSD",2013,2008,127,42,"33",0,"00"
"130502020003","DOVER HIGH SCHOOL",2013,2008,122,42,"34",0,"00"
"130801060000","HYDE PARK CSD",2013,2008,352,115,"33",4,"01"
"130801060007","FRANKLIN D ROOSEVELT SENIOR HS",2013,2008,341,115,"34",4,"01"
"131101040000","NORTHEAST CSD",2013,2008,74,29,"39",0,"00"
"131101040004","WEBUTUCK HIGH SCHOOL",2013,2008,69,29,"42",0,"00"
"131201040000","PAWLING CSD",2013,2008,105,46,"44",4,"04"
"131201040002","PAWLING HIGH SCHOOL",2013,2008,99,46,"46",4,"04"
"131301040000","PINE PLAINS CSD",2013,2008,107,23,"21",1,"01"
"131301040002","STISSING MOUNTAIN HIGH SCHOOL",2013,2008,103,23,"22",1,"01"
"131500010000","POUGHKEEPSIE CITY SD",2013,2008,315,18,"06",0,"00"
"131500010010","POUGHKEEPSIE HIGH SCHOOL",2013,2008,310,18,"06",0,"00"
"131601060000","ARLINGTON CSD",2013,2008,842,405,"48",15,"02"
"131601060008","ARLINGTON HIGH SCHOOL",2013,2008,815,404,"50",15,"02"
"131602020000","SPACKENKILL UFSD",2013,2008,133,70,"53",6,"05"
"131602020005","SPACKENKILL HIGH SCHOOL",2013,2008,124,70,"56",6,"05"
"131701060000","RED HOOK CSD",2013,2008,199,114,"57",0,"00"
"131701060002","RED HOOK SENIOR HIGH SCHOOL",2013,2008,198,114,"58",0,"00"
"131801040000","RHINEBECK CSD",2013,2008,104,42,"40",0,"00"
"131801040001","RHINEBECK SENIOR HIGH SCHOOL",2013,2008,102,42,"41",0,"00"
"132101060000","WAPPINGERS CSD",2013,2008,1025,424,"41",7,"01"
"132101060011","ROY C KETCHAM SENIOR HIGH SCH",2013,2008,461,193,"42",0,"00"
"132101060015","JOHN JAY SENIOR HIGH SCHOOL",2013,2008,518,231,"45",7,"01"
"132101060016","ORCHARD VIEW ALT HIGH SCHOOL",2013,2008,24,0,"00",0,"00"
"132201040000","MILLBROOK CSD",2013,2008,111,39,"35",5,"05"
"132201040005","MILLBROOK HIGH SCHOOL",2013,2008,101,39,"39",5,"05"
"140101060000","ALDEN CSD",2013,2008,152,69,"45",11,"07"
"140101060006","ALDEN SENIOR HIGH SCHOOL",2013,2008,151,69,"46",11,"07"
"140201060000","AMHERST CSD",2013,2008,241,131,"54",16,"07"
"140201060002","AMHERST CENTRAL HIGH SCHOOL",2013,2008,235,131,"56",16,"07"
"140203060000","WILLIAMSVILLE CSD",2013,2008,881,541,"61",32,"04"
"140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL",2013,2008,262,150,"57",13,"05"
"140203060010","WILLIAMSVILLE NORTH HIGH SCHOOL",2013,2008,342,214,"63",13,"04"
"140203060013","WILLIAMSVILLE EAST HIGH SCHOOL",2013,2008,264,177,"67",6,"02"
"140207060000","SWEET HOME CSD",2013,2008,339,125,"37",0,"00"
"140207060006","SWEET HOME SENIOR HIGH SCHOOL",2013,2008,336,125,"37",0,"00"
"140301030000","EAST AURORA UFSD",2013,2008,175,123,"70",8,"05"
